Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
933,Not impressed at all,"
 @jovantrendmaker4722
 ",1 year ago,0.0,0.46,0.54,Porsche Macan,2
934,jesus thats ugly. its like the designer thought the new Fairlady was pretty and copied the design langauge.,"
 @leeandrew2682
 ",1 year ago,0.238,0.137,0.625,Porsche Macan,1
935,The ugkies,"
 @rafipeled7873
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,4
936,Most silly car  ever  nothing good about it   high price   low quality lot of maintenance is needed    very stupid  manufacturer,"
 @eliechaanine9586
 ",1 year ago,0.054,0.32,0.625,Porsche Macan,1
937,"Dear euro junk fan Girls.
Cool design. Pity they can't make cars that are reliable. Euro trash. Ever seen o  on a Powers survey(in the will buy another space).","
 @Farmer101
 ",1 year ago,0.222,0.068,0.71,Porsche Macan,1
938,New intro soo bad!,"
 @DanubisVlad94
 ",1 year ago,0.0,0.558,0.442,Porsche Macan,1
939,"Looks like a Ford Focus, shame","
 @garethedwards2883
 ",1 year ago,0.291,0.36,0.349,Porsche Macan,1
940,By far the ugliest Maserati ever…who gave the ok to this hideous design…?,"
 @rafipeled7873
 ",1 year ago,0.129,0.224,0.647,Porsche Macan,1
941,The worst car I never ever use,"
 @freedomalone4435
 ",1 year ago,0.0,0.451,0.549,Porsche Macan,1
942,Cayenne copy and paste,"
 @amberveerkang9466
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
943,X4,"
 @kyliejohn3813
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
944,These new cars look like shit,"
 @DK.69
 ",1 year ago,0.248,0.356,0.396,Porsche Macan,1
945,It’s ugly tho,"
 @justinwalpole8956
 ",1 year ago,0.0,0.623,0.377,Porsche Macan,1
946,God that looks like shit,"
 @hy77281
 ",1 year ago,0.451,0.353,0.196,Porsche Macan,1
947,Another crappy suv,"
 @ellypsis603
 ",1 year ago,0.0,0.643,0.357,Porsche Macan,1
948,Looks quite ugly and same deign as ford puma …,"
 @feutastisch
 ",1 year ago,0.0,0.31,0.69,Porsche Macan,1
949,looks like an ugly hatchback,"
 @devastator01ful
 ",1 year ago,0.284,0.375,0.341,Porsche Macan,1
950,early,"
 @flamegaming9996
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
951,it is almost as ugly as the tesla from any human possible ängle...,"
 @bobcabot
 ",1 year ago,0.0,0.201,0.799,Porsche Macan,1
952,I dont like it.....,"
 @Donovanmikhail
 ",1 year ago,0.0,0.513,0.487,Porsche Macan,2
953,"British Society, please  please, Help Us to Stop Russian War actions against Ukraine !","
 @dimitriusstao99999
 ",1 year ago,0.35,0.281,0.369,Porsche Macan,5
954,In my opinion its very ugly.Im sorry but the whole car looks squished.Its a good car but the desing is ugly,"
 @lil888talisanyeet2
 ",1 year ago,0.145,0.216,0.639,Porsche Macan,2
955,the intro big nono .sorry,"
 @borissjvatjkin9804
 ",1 year ago,0.0,0.245,0.755,Porsche Macan,1
956,I don’t like ripe of car vlog no car and speaking very fast,"
 @999mrkhaled
 ",1 year ago,0.17,0.15,0.68,Porsche Macan,2
957,Piuma,"
 @Zarves
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
958,Nobody needs this,"
 @jetski2108
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
959,Ugly... Prefer a million times a Porsche Macan,"
 @Watchshowroom
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
960,Ugly childish front. Not a nice design.,"
 @ilaphroaig
 ",1 year ago,0.0,0.723,0.277,Porsche Macan,2
961,"SUV are ugly and fat in general, however this design is terrible.","
 @juanpaVlz
 ",1 year ago,0.0,0.39,0.61,Porsche Macan,2
962,"Stupid car, this can not beat Tesla in any way.
Elon is the greatest man alive and he makes good cars!","
 @mrstarbuck9212
 ",1 year ago,0.329,0.112,0.559,Porsche Macan,1
963,Unreliable overrated scrap.,"
 @265justy
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
964,Disgusting,"
 @robro902
 ",1 year ago,0.0,1.0,0.0,Porsche Macan,1
965,Maserati sucks,"
 @m_adamec
 ",1 year ago,0.0,0.714,0.286,Porsche Macan,1
966,i don’t like the intro,"
 @fdark2261
 ",1 year ago,0.455,0.0,0.545,Porsche Macan,2
967,This suv is going to be a huge flop it’s absolutely ugly,"
 @ferrarifrank7854
 ",1 year ago,0.141,0.368,0.491,Porsche Macan,1
968,It’s extremely ugly ,"
 @aloole97
 ",1 year ago,0.0,0.642,0.358,Porsche Macan,1
969,To bad Maserati is garbage.,"
 @conwaynobert3390
 ",1 year ago,0.0,0.467,0.533,Porsche Macan,1
970,"SUVs suuuck, I don't care if it's made by BMW, Lamborghini or maserati","
 @DrKampfpudding
 ",1 year ago,0.0,0.193,0.807,Porsche Macan,3
971,Eww,"
 @anthonyfilander990
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
972,Just another BOX….Ugly Ugly,"
 @sventvicktoristvan9606
 ",1 year ago,0.0,0.524,0.476,Porsche Macan,1
973,Its ugly,"
 @josealbertoortega5756
 ",1 year ago,0.0,0.767,0.233,Porsche Macan,2
974,New intro ,"
 @rufusoludare7542
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,5
975,Ugly car,"
 @zokibl5750
 ",1 year ago,0.0,0.767,0.233,Porsche Macan,1
976,SUVs are all ugly.,"
 @TheRjk76
 ",1 year ago,0.0,0.524,0.476,Porsche Macan,1
977,I don't like this car it's ugly,"
 @fatlindhalili1937
 ",1 year ago,0.0,0.575,0.425,Porsche Macan,1
978,Another piece of garbage from a trash company,"
 @markosieko6657
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,1
979,BOX…Just another ugly Box with 99 decibels of noise …,"
 @sventvicktoristvan9606
 ",1 year ago,0.0,0.292,0.708,Porsche Macan,1
980,Ugliest car ever,"
 @robertoiorio390
 ",1 year ago,0.0,0.655,0.345,Porsche Macan,1
0,Shopping for a new car? There's a discount when using The Straight Pipes link tsp.truecar.com,"


@TheStraightPipes


 
 @TheStraightPipes
 








",1 year ago,0.137,0.0,0.863,Porsche Macan,3
1,"My Porsche dealership experience itself has always been great, but you guys aren't wrong about delaying on ""cheaper"" models. Was stuck between a Spyder and GTS 4.0, the wait for Spyder was 8-12 months, GTS 4.0 would have been well over a year IF they could even get one. Obviously I went for the Spyder haha","


@BlargMyShnoople


 
 @BlargMyShnoople
 








",1 year ago,0.199,0.04,0.762,Porsche Macan,2
2,The back seat/trunk space part was amazing! It gave me a better feel for what it would actually be like to live with! Thank you for the extra work that you put in to get that shot!,"
 @Godmadepiano
 ",1 year ago,0.282,0.0,0.718,Porsche Macan,5
3,Please do more of the back seat/trunk space scenes! It's incredibly relevant for someone actually looking to purchase this car and you guys did it super efficiently and amazingly!,"
 @purplemonkeys11
 ",1 year ago,0.267,0.0,0.733,Porsche Macan,5
4,The first shipments and allocations for the 2022’s were actually the base cars. They sell way more lightly optioned base Macans than anything else. Given they know where their bread is buttered it isn’t hard at all to a get a lightly optioned one. Your tester actually has a lot of options. In fact that matte texture on the dash panel is leather and that is a fairly pricey upgrade over the standard Piano Black (though wood and Aluminium are now available at no extra cost),"
 @mydsmber05
 ",1 year ago,0.0,0.043,0.957,Porsche Macan,4
5,"Good review of a base model, that is good to see.  Often only up-model versions are reviewed but some of us are aiming a little lower as a starting point into a brand.  Your videography and editing are quite good.","
 @mrkfrtz
 ",1 year ago,0.184,0.056,0.76,Porsche Macan,4
6,Guys this was an amazing review loved every part of  it.and the new segment where Jakub reviews the seating capacity is a great welcome.️,"
 @prakultyagi
 ",1 year ago,0.371,0.0,0.629,Porsche Macan,5
7,"Considering the next-gen Mecan is supposed to go fully EV, this might be the bargain ICE Porsche to buy right now. Love the looks, it's always been my favorite German SUV. Great review guys!","
 @christopherprose3881
 ",1 year ago,0.309,0.0,0.691,Porsche Macan,5
8,"I love that you guys did the rear seats and cargo!   Really well done guys!  It's great to see this for reference and, it really helps family guys!","
 @Exiledspectre
 ",1 year ago (edited),0.386,0.0,0.614,Porsche Macan,5
9,"1:30, really enjoyed this bit.  A nice upgrade in presentation.  Would also LOVE if you would provide the vehicle's weight along side horsepower and torque.","
 @elgiacomo
 ",1 year ago,0.35,0.0,0.65,Porsche Macan,4
10,"I leased a base 2021 Macan and absolutely love it. Completely agree that it is a starter Porsche meant to get you into the brand. I can state that it is difficult for me to plan on driving anything else moving forward (I realize I am lucky to be in the situation) ... I hope to upgrade to a Taycan next. Overall the drive and feel for the road are unlike anything else I have driven. It's a fun car to drive and the brand experience at the dealership is top notch. No upselling, they know what they offer and are excited for new buyers as they know they will get you hooked. Macan EV will be awesome to see soon!","
 @theoaklandpanda9129
 ",1 year ago,0.189,0.036,0.775,Porsche Macan,5
11,"Just got this 2022 macan 1 week ago! Absolutley love it as a first time porsche owner.  So far everything is pretty similar to what you said. I noticed the same thing you mentioned about the engine, but roughly 1000kms in I feel like its starting to get smoother as I drive it more on a daily basis. Plus the car is starting to pop and bruble alot more in sport mode 1st gear 3k-4k range.","
 @mrtony7324
 ",1 year ago,0.11,0.0,0.89,Porsche Macan,5
12,"Love our base model Macan!  Test driving it back to back with a Q5, X3 and Passport it was clear the Macan is so much better.  Bought it in the first months of the pandemic with a big discount.  Does a great job towing the racecar as well!","
 @stevemartegani
 ",1 year ago,0.295,0.0,0.705,Porsche Macan,5
13,"When I was deciding between the Macan S or X3 M40i, I ultimately went with the X3 M40i because exactly of the additional headspace and legroom in the back. But the Macan looks a lot better than the X3 in my mind.","
 @HEEHEEBOII
 ",1 year ago,0.094,0.0,0.906,Porsche Macan,4
14,"As always, I enjoy your videos. I’m contemplating trading my 2020 718 in for a 2022 base Macan that’s pretty well equipped, and beautiful.
I was hopeful to retain the sports car element as I’ve had 4 Porsche sports cars within a utility vehicle. But when you said current Porsche owners might consider it a downgrade to get a base Macan as in essence the driving experience isn’t the same, it made me rethink that pursuit.","
 @michaelpoggioli4356
 ",1 year ago,0.139,0.0,0.861,Porsche Macan,4
15,"Love this review, you guys have covered pretty much all the bases when it comes to the Macan. We’ve been looking at a Macan S for a while now and this review echoes everything I felt during that test drive. Great car, great review.","
 @domenicbiamonte6276
 ",1 year ago,0.302,0.0,0.698,Porsche Macan,5
16,"Appreciate the extra attention payed to the trunk space! The box test is missed, but this is a nice compromise!","
 @greggstone1890
 ",1 year ago,0.258,0.067,0.674,Porsche Macan,4
17,"It is a really good looking car, unlike some of the other high end suvs. I like the interior of Porsches as well. They are simple and have real gauges.","
 @joeyauvinen6064
 ",1 year ago,0.238,0.0,0.762,Porsche Macan,4
18,"My absolute dream car, everything that you need. Amazing looks, good performance, gorgeous porsche interior, and enough space for my friends/family/dog. I might rather go for the cayenne if I had the money but honeslty these looks are better (not including the gt turbo)","
 @aendo4667
 ",1 year ago,0.292,0.0,0.708,Porsche Macan,5
19,Would love to see more base models being reviewed since that is what most people are going to be buying.,"
 @ryant2568
 ",1 year ago,0.181,0.0,0.819,Porsche Macan,3
20,"I just watched this car review TWICE, because that’s how much more production value this one feels like. Loving it.","
 @crigg93
 ",1 year ago,0.362,0.0,0.638,Porsche Macan,5
21,"Well, it's not like I'll ever be in one, but I always liked the old button style of the Macan, even if the slot was empty. Piano black is rarely a good feature to me, still, it's a nice compact looking ride, but the refresh of the Cayenne looks better overall in my eyes.","
 @BLWard-ht3qw
 ",1 year ago,0.201,0.108,0.691,Porsche Macan,3
22,"Gloss piano black is a questionable move, BUT the fact that they hid the blank areas so well is a huge improvement. The blank switches in the previous generations were a huge ""oh, look at this friggin cheapskate who didn't spec that switch"" move which isn't a way to make a customer feel good about themselves, and that's something Porsche cares a lot about.","
 @BINGFRYSRDUN
 ",1 year ago,0.294,0.042,0.664,Porsche Macan,4
23,Nice review guys.   Gives me a feel and sets expectation for GTS I have on order…..really loaded.  Going to be my 911 on stilts.. Can’t wait to get it.  Should arrive in April.  Love your opener and launches.  Keep it going.,"
 @dean3969
 ",1 year ago,0.159,0.0,0.841,Porsche Macan,5
24,"Perfect timing for this review for me, as my wife and I are considering the base Macan to replace our 3 series (and we’re getting a bit tired of BMW’s design trend to consider the X3). Your review strengthens that argument for us :D","
 @redskins5926
 ",1 year ago (edited),0.206,0.104,0.691,Porsche Macan,5
25,"My wife is dead set on a Porsche as next car.  With Macan being the cheapest model, it’s definitely on our shopping list.  We really like Panamera, but it’s just a bit too pricy, especially my favorite version Tourismo.  Cayenne is also a a compromise, with V6 standard; but Porsche option pricing can really go crazy.  What do I know.  We are replacing an Acura with literally no options. I do like the fact the Acura can last a long if I keep up the maintenance. Acura is nice enough, but there is always that desire and admiration for Porsches.","
 @majorcalvary6515
 ",1 year ago,0.208,0.078,0.714,Porsche Macan,3
26,"Hopefully you guys get to review the 2022 GTS since it is now more rigid, better suspension, and received the Turbo's engine. I have one on order with a March delivery, but really hoping you guys get your hands on one. Great videos, as always.","
 @gregwolfe540
 ",1 year ago,0.258,0.026,0.715,Porsche Macan,5
27,"If the base Macan can be ordered with relatively light options, it can be a pretty good value compared to the competition which are far less sporty. ","
 @migy5031
 ",1 year ago,0.27,0.0,0.73,Porsche Macan,3
28,"My mom has a base model with extras on it but it is an absolutely AWESOME car! Amazing interior, comfortable in the back spacious.","
 @Ray.cheld1321
 ",11 months ago,0.467,0.0,0.533,Porsche Macan,5
29,"I've watched this video over 10 times now now for peace of mind. Great review and can't wait for my 2022 base to come in next month. Sucks the S model is impossible to get which was my first preference. Switching over from an X3, so excited to enter the gateway of the porsche brand.","
 @1llamental
 ",1 year ago,0.17,0.04,0.791,Porsche Macan,1
30,"These have always felt quite small in the back but then again I am 6'3"". I can't justify one of these even used when compared to a q5 for x3 because it's so small. If I had a ton of spare throw away cash as the average porsche owner does, I might consider it.","
 @cowsgonemadd3
 ",1 year ago,0.0,0.0,1.0,Porsche Macan,3
31,Great idea to test the bases model especially the engine really helps since most buyer go with the base engine,"
 @anthonyflexas
 ",1 year ago,0.28,0.0,0.72,Porsche Macan,5
32,"OMG finally!!! That was the one element severely lacking from all of your prior reviews…. When everything was said and done I had no clue how large the interior space was or how much luggage space was on offer. It helps tremendously when stating how tall you are as well, so please keep it up, it’s definitely appreciated!","
 @Douglas3.2Carrera
 ",1 year ago,0.212,0.074,0.714,Porsche Macan,4
33,Having had a 2021 as a loaner I totally agree that it's better than most cars period,"
 @joe718gt4
 ",1 year ago,0.322,0.0,0.678,Porsche Macan,4
34,"Tried one before, but the base seemed pretty cheap with the amount of plastic in the interior for the base model. Not sure about the S or GTS. The X3 seemed to feel more plush interior-wise. Exterior, the Macan is nice.","
 @TaylorSwiftsScarf
 ",1 year ago,0.169,0.051,0.78,Porsche Macan,3
35,"Why wouldn't they include buttons for the back seats? That seems like a must-have, especially for something as high as this. Regardless, I like this a lot. Nice job guys!","
 @uitrev
 ",1 year ago (edited),0.252,0.0,0.748,Porsche Macan,4
36,Another great one from TSP.   Love the Macan!  The little clock above the center stack is a must have for blasting down the 401 during rush hour.  That is how you know you have arrived.,"
 @hereigoagain5050
 ",1 year ago,0.212,0.0,0.788,Porsche Macan,5
37,Love your reviews and your launches.   Ordered a volcano grey 22 Macan GTS Loaded out.  Will be my jacked up version of a 911….lol.  Can’t wait to get it in the spring.  Truly a great engineered suv and really enjoyed that you can customize your build with Porsche.  Keep ‘em coming.,"
 @dean3969
 ",1 year ago,0.271,0.0,0.729,Porsche Macan,5
38,"When we went to buy our Macan (in 2019), we had base model in mind. As we were adding options, price quickly rose up (because Porsche). So the porsche guy goes like: ""look, it is getting into high Macan S numbers, we do not have macan S currently, but we have Macan GTS in shop. Wouldn't you want to try it?"". 25 minutes later, we were ordering Macan GTS :D. You dont have to sell porsches, these cars sell themselves :D :D :D. (Also, incredible car. I am in love.)","
 @ponkacik8641
 ",1 year ago,0.132,0.014,0.854,Porsche Macan,5
39,"i built an S in the US. came exactly to what i spec’d out. i ordered it in August and it arrived in december- which was earlier than the expected date they gave me of April. 

i love the S- it’s the goldilocks version of the 3 trims. it gets you the engine of last years GTS, with the cleaned up interior of 2022. my only gripe is no full screen carplay. that stinks","
 @dcbnyc
 ",1 year ago,0.057,0.057,0.886,Porsche Macan,5
40,Tip: Porsche dealers usually have several decently optioned base Macans that they use as service loaners and then sell (often with their CPO warranty) after a year or 2.  Usually not a bad deal if you want a base model at a discounted price.,"
 @KansaSCaymanS
 ",1 year ago,0.126,0.0,0.874,Porsche Macan,4
41,"Always go for the S – the 4 cylinder is ok, but ist feels it struggles with the car and has to rev high to move. Fuel economy is almost same between base and S. The V6 feels so much better.","
 @thatjeepdude
 ",1 year ago,0.133,0.074,0.793,Porsche Macan,3
42,They really needed to update this. I've driven the former Macan on multiple occasions as a service loaner and it felt like it was half the price new. That 4 cylinder whine tho.,"
 @itsconnorjon
 ",1 year ago,0.074,0.074,0.853,Porsche Macan,2
43,You should drive more base models since so many people drive these.  I ordered a Macan T which is essentially abase  and it is awesome.,"
 @kellanhills1972
 ",6 months ago,0.163,0.0,0.837,Porsche Macan,5
44,Got a new 2021 Macan S in stock last year with very very limited options. Those speced cars still exist and I’m fine with it,"
 @jasonfan9563
 ",1 year ago (edited),0.071,0.098,0.831,Porsche Macan,4
45,"Nothing new, the Macan was always the benchmark in this segment already in 2014.

Build-quality, performance, handling and driving experience still to the edge.

The only drawback are maintenance cost, which depending on the market can be very high in comparison to its sister: Audi Q5.

Yes, many do not know, the Macan is classified a Q5 model variation (German Law).","
 @andreatanzi3191
 ",1 year ago (edited),0.044,0.0,0.956,Porsche Macan,3
46,Nice review thanks! I saw you were able to turn on heated and cooled seats on at full power at the same time…it lets you do that? What happens? ,"
 @salwalker7071
 ",1 year ago,0.196,0.0,0.804,Porsche Macan,4
