Name,Comment
cue2,"Yes. Here’s my Bianchi in the Stelvio, wheel off and rug protecting car."
mick164,..thanks. Looks like you could have even got it in without removing the wheel..?
cue2,"Possibly , the front first without removing the wheel but the bars can’t turn round then and they are 710 wide."
mick164,"..thanks cue, I like the wide handlebarsBeing able to just throw a bike in the back adds a whole other dimension to a car, so the brain-cogs of man-maths are starting to turn here.."
cue2,"Those bars may be wide but they’re not heavy. Carbon-fibre , like the frame ,and of course, the driveshaft on the car."
mick164,..sounds like a nice bike
W1NST,This guy carries bikes with his Stelvio for a living - what a job!
cue2,Interesting.https://pelotonmagazine.com/features/drive-time-alfa-romeo-stelvio-ti-sport-awd/
W1NST,Italian bike components are gorgeous. Here’s my Raleigh USA Pro Team frame with full Campagnolo Record 10 Speed Carbon Groupset and Deda finishing kit. The Zonda wheels aren’t on anymore - have got Neutron Ultra’s on it with carbon hubs. Lovely bike to ride!
cue2,My new Bowman Palace R should be ready to collect today; Campagnolo Chorus Carbon groupset and Zondas. Aluminium frame to go with my carbon disc-brake Pinarello with Ultegra 8000.
W1NST,Nice! Is it Australian?
cue2,No.South East London!https://bowman-cycles.com/blogs/news
wictod,"I know this an old thread and some of the images have changed (nice pic of a busso though).... but I'm thinking i'm going to put the bike in the back of the Stelvio, it went in without taking the front wheel off when I picked it up a couple of years back but wondered if anyone has come across a boot protector type sheet that has a walled feature that will cover the folded down rear seats and sides.. I've already got a rubber boot liner that is great for non slip boxes etc but don't want mud and stuff all over the interior.. ?"
Deman77,I looked into this. Proper hard ones are basically proper airplane bike carriers that cost a fortune and are not that car friendly. I settled for a rugged bag that takes my kid’s nearly adult bike with front wheel off.You want to make sure it’s thick heavy duty nylon like this and not flimsy.Bike Travel Bag 26 Inch 1680D Padded Folding Carrier Waterproof Cycling Lounge Luggage Bag for MTB Road Bike : Amazon.co.uk: Sports & OutdoorsShop Bike Travel Bag 26 Inch 1680D Padded Folding Carrier Waterproof Cycling Lounge Luggage Bag for MTB Road Bike. Free delivery and returns on all eligible orders.www.amazon.co.uk
cue2,Something missing in the instructions if you’re going to carry a hydraulic brake bike with the wheel removed. Put a spacer in the caliper between the pads.
wictod,"Deman77 said:I looked into this. Proper hard ones are basically proper airplane bike carriers that cost a fortune and are not that car friendly. I settled for a rugged bag that takes my kid’s nearly adult bike with front wheel off.You want to make sure it’s thick heavy duty nylon like this and not flimsy.Bike Travel Bag 26 Inch 1680D Padded Folding Carrier Waterproof Cycling Lounge Luggage Bag for MTB Road Bike : Amazon.co.uk: Sports & OutdoorsShop Bike Travel Bag 26 Inch 1680D Padded Folding Carrier Waterproof Cycling Lounge Luggage Bag for MTB Road Bike. Free delivery and returns on all eligible orders.www.amazon.co.ukClick to expand...Thanks Deman77, not what i had in mind but on reflection this is a better option than just covering the insides of boot and seats.. Think this is the way to go for my needs.."
wictod,"Thanks Cue, another oversight on my part.. good call.. I found the spacer for my setup after a search.. couple of quid.."
cue2,What are Stelvio owners doing about carrying bikes?The roof seems a bit high to lift them onto. A towbar mounted carrier has to be best in many ways but what happens with the reversing camera/sensors?I've found it easy enough to get my sons bike to the track with the seats down and the boot flood turned upside down but I want to join him.
,
Deman77,"Yes learnt that prying them open with a house key once - my kids bike is not exotica like yours, but it does have silver Lamborghini brake calliper stickers on the frame tubes which look completely OEM."
